brand,model_original,model_clean
Ford,F-1000 XLT/XL Lighting,F XLT XL Lighting
Ford,Fiesta,Fiesta
Ford,Fiesta Sedan,Fiesta
Ford,Fiesta Class,Fiesta Class
Ford,Fiesta CLX,Fiesta CLX
Ford,Fiesta GL,Fiesta GL
Ford,Fiesta GL Class,Fiesta GL Class
Ford,Fiesta GLX,Fiesta GLX
Ford,Fiesta Personnalité,Fiesta Personnalité
Ford,Fiesta S,Fiesta S
Ford,Fiesta Sedan S,Fiesta S
Ford,Fiesta SE,Fiesta SE
Ford,Fiesta Sedan SE,Fiesta SE
Ford,Fiesta SE Plus,Fiesta SE Plus
Ford,Fiesta SE Plus Direct,Fiesta SE Plus Direct
Ford,Fiesta SE Style,Fiesta SE Style
Ford,Fiesta Sed.,Fiesta Sed.
Ford,Fiesta Sed. Personnalité,Fiesta Sed. Personnalité
Ford,Fiesta Sed. Supercharger,Fiesta Sed. Supercharger
Ford,Fiesta Sed. TI./TI.Plus1.6,Fiesta Sed. TI. TI.Plus1.6
Ford,Fiesta Sedan SEL,Fiesta SEL
Ford,Fiesta SEL,Fiesta SEL
Ford,Fiesta SEL Style,Fiesta SEL Style
Ford,Fiesta Sport,Fiesta Sport
Ford,Fiesta Sedan Street,Fiesta Street
Ford,Fiesta Street,Fiesta Street
Ford,Fiesta Street/ Action,Fiesta Street Action
Ford,Fiesta Supercharger,Fiesta Supercharger
Ford,Fiesta TIT./TIT.Plus,Fiesta TIT. TIT.Plus
Ford,Fiesta TIT.Plus,Fiesta TIT.Plus
Ford,Fiesta Sedan TITANIUM,Fiesta TITANIUM
Ford,Fiesta TITANIUM,Fiesta TITANIUM
Ford,Fiesta TRAIL,Fiesta TRAIL
Ford,Focus,Focus
Ford,Focus Sedan,Focus
Ford,Focus Fastback SE/SE PLUS,Focus Fastback SE SE PLUS
Ford,Focus Fastback TIT./T.PLUS,Focus Fastback TIT. T.PLUS
Ford,Focus Ghia,Focus Ghia
Ford,Focus Ghia Sed.,Focus Ghia Sed.
Ford,Focus Ghia/ XR,Focus Ghia XR
Ford,Focus Sed. TI./TI.Plus,Focus Sed. TI. TI.Plus
Ford,Focus TITA/TITA Plus,Focus TITA TITA Plus
Ford,Focus TITANIUM,Focus TITANIUM
Ford,Furglaine,Furglaine
Ford,Furglaine Chateaux/Exec.,Furglaine Chateaux Exec.
Ford,Fusion,Fusion
Ford,Fusion SE,Fusion SE
Ford,Fusion SEL,Fusion SEL
Ford,Fusion Titanium,Fusion Titanium
Ford,Ibiza,Ibiza
Ford,Ibiza Chat./Exec.,Ibiza Chat. Exec.
Ford,Ka,Ka
Ford,Ka Action,Ka Action
Ford,Ka Black,Ka Black
Ford,Ka CLX,Ka CLX
Ford,Ka GL,Ka GL
Ford,Ka GL Image,Ka GL Image
Ford,Ka Image,Ka Image
Ford,Ka MP3,Ka MP3
Ford,Ka SEL,Ka SEL
Ford,Ka Sport,Ka Sport
Ford,Ka Street,Ka Street
Ford,Ka Tecno,Ka Tecno
Ford,Ka TRAIL,Ka TRAIL
Ford,Ka XR,Ka XR
Ford,Ka+ Sedan,Ka+
Ford,Maverick L. Black,Maverick L. Black
Ford,Maverick Lariat FX4,Maverick Lariat FX4
Ford,Maverick Lariat Hybrid,Maverick Lariat Hybrid
Ford,Maverick Tremor,Maverick Tremor
Ford,Mondeo CLX,Mondeo CLX
Ford,Mondeo Ghia,Mondeo Ghia
Ford,Mondeo GLX,Mondeo GLX
Ford,Mustang,Mustang
Ford,Mustang Black Shadow,Mustang Black Shadow
Ford,Mustang Cobra,Mustang Cobra
Ford,Mustang Dark Horse,Mustang Dark Horse
Ford,Mustang GT V8,Mustang GT
Ford,Mustang GT V8 Conversível,Mustang GT Conversível
Ford,Mustang GT Performance,Mustang GT Performance
Ford,Mustang GT Premium,Mustang GT Premium
Ford,Mustang MACH,Mustang MACH
Ford,Mustang Mach-E GT Performance (Elétrico),Mustang Mach E GT Performance
Ford,Pampa,Pampa
Ford,Pampa Ghia,Pampa Ghia
Ford,Pampa GL,Pampa GL
Ford,Pampa L,Pampa L
Ford,Pampa S,Pampa S
Ford,Probe,Probe
Ford,Probe GT,Probe GT
Ford,Ranger,Ranger
Ford,Ranger Black,Ranger Black
Ford,Ranger FX4,Ranger FX4
Ford,Ranger Limited,Ranger Limited
Ford,Ranger Limited+,Ranger Limited+
Ford,Ranger Raptor,Ranger Raptor
Ford,Ranger Splash CE,Ranger Splash CE
Ford,Ranger Splash CS,Ranger Splash CS
Ford,Ranger SPORT,Ranger SPORT
Ford,Ranger SPORTRAC,Ranger SPORTRAC
Ford,Ranger Storm,Ranger Storm
Ford,Ranger STX,Ranger STX
Ford,Ranger TROPICAB,Ranger TROPICAB
Ford,Ranger TROPIVAN,Ranger TROPIVAN
Ford,Ranger TROPIVAN XLT,Ranger TROPIVAN XLT
Ford,Ranger XL,Ranger XL
Ford,Ranger XLS,Ranger XLS
Ford,Ranger XLS SPORT,Ranger XLS SPORT
Ford,Ranger XLT,Ranger XLT
Ford,Ranger XLT Limit./L.Cent.,Ranger XLT Limit. L.Cent.
Ford,Royale Ghia,Royale Ghia
Ford,Royale GL,Royale GL
Ford,Taurus GL,Taurus GL
Ford,Taurus GL SW,Taurus GL
Ford,Taurus L/LX,Taurus L LX
Ford,Taurus LX SW,Taurus LX
Ford,Taurus SHO,Taurus SHO
Ford,TERRITORY SEL,TERRITORY SEL
Ford,TERRITORY Titanium,TERRITORY Titanium
Ford,Thunderbird SC,Thunderbird SC
Ford,TRANSIT Furgão,TRANSIT
Ford,TRANSIT Van,TRANSIT
Ford,TRANSIT Chassi,TRANSIT Chassi
Ford,TRANSIT Minibus,TRANSIT Minibus
Ford,TRANSIT Minibus Vidrada,TRANSIT Minibus Vidrada
Ford,Verona Ghia,Verona Ghia
Ford,Verona GL,Verona GL
Ford,Verona GLX,Verona GLX
Ford,Verona LX,Verona LX
Ford,Verona S,Verona S
Ford,Versailles Ghia,Versailles Ghia
Ford,Versailles GL,Versailles GL
Ford,Windstar GL,Windstar GL
Ford,Windstar LX,Windstar LX
GAC,AION ES Plus (Elétrico),AION ES Plus
GAC,AION V Elite (Elétrico),AION V Elite
GAC,AION Y Elite (Elétrico),AION Y Elite
GAC,AION Y Premium (Elétrico),AION Y Premium
GAC,GS4 Elite (Híbrido),GS4 Elite
GAC,GS4 Premium (Híbrido),GS4 Premium
GAC,HYPTEC HT Elite (Elétrico),HYPTEC HT Elite
GAC,HYPTEC HT Ultra (Elétrico),HYPTEC HT Ultra
GM - Chevrolet,A-10,A
GM - Chevrolet,A-20 Custom/ C-20 Luxe,A Custom C Luxe
GM - Chevrolet,A-20 Custom/ C-20 S,A Custom C S
GM - Chevrolet,A-20 Custom Std. CD/ De Luxe CD,A Custom Std. CD De Luxe CD
GM - Chevrolet,A-10 De Luxe,A De Luxe
GM - Chevrolet,AGILE LT,AGILE LT
GM - Chevrolet,AGILE LTZ,AGILE LTZ
GM - Chevrolet,AGILE LTZ EASYTRONIC,AGILE LTZ EASYTRONIC
GM - Chevrolet,AGILE LTZ EFFECT,AGILE LTZ EFFECT
GM - Chevrolet,AGILE LTZ EFFECT EASYTR.1.4,AGILE LTZ EFFECT EASYTR.
GM - Chevrolet,AGILE LTZ WI-FI,AGILE LTZ WI FI
GM - Chevrolet,Astra,Astra
GM - Chevrolet,Astra Sedan,Astra
GM - Chevrolet,Astra Advant.,Astra Advant.
GM - Chevrolet,Astra Advantage,Astra Advantage
GM - Chevrolet,Astra Comfort,Astra Comfort
GM - Chevrolet,Astra Sedan Comfort,Astra Comfort
GM - Chevrolet,Astra Eleg.,Astra Eleg.
GM - Chevrolet,Astra Elegance,Astra Elegance
GM - Chevrolet,Astra Elite,Astra Elite
GM - Chevrolet,Astra GL,Astra GL
GM - Chevrolet,Astra Sedan GL,Astra GL
GM - Chevrolet,Astra GL Milenium,Astra GL Milenium
GM - Chevrolet,Astra GLS,Astra GLS
GM - Chevrolet,Astra GSi,Astra GSi
GM - Chevrolet,Astra S.Sport,Astra S.Sport
GM - Chevrolet,Astra Sed. Advant.,Astra Sed. Advant.
GM - Chevrolet,Astra Sed.Advan.,Astra Sed.Advan.
GM - Chevrolet,Astra Sed.Comf.,Astra Sed.Comf.
GM - Chevrolet,Astra Sed.Comf.2.0 MPFI MultiPower,Astra Sed.Comf. MPFI MultiPower
GM - Chevrolet,Astra Sed.Eleg.,Astra Sed.Eleg.
GM - Chevrolet,Astra Sed.Eleg.2.0 MPFI FlexPower,Astra Sed.Eleg. MPFI FlexPower
GM - Chevrolet,Astra Sed.Eleg.2.0 MPFI MultiPower,Astra Sed.Eleg. MPFI MultiPower
GM - Chevrolet,Astra Sed.Elite,Astra Sed.Elite
GM - Chevrolet,BLAZER EV RS,BLAZER EV RS
GM - Chevrolet,Blazer Jimmy,Blazer Jimmy
GM - Chevrolet,Blazer S-10,Blazer S
GM - Chevrolet,Blazer SS-10,Blazer SS
GM - Chevrolet,BOLT EUV Premier,BOLT EUV Premier
GM - Chevrolet,BOLT EV Premier,BOLT EV Premier
GM - Chevrolet,Bonanza S / Luxe,Bonanza S Luxe
GM - Chevrolet,Brasinca Blazer CD,Brasinca Blazer CD
GM - Chevrolet,C-10,C
GM - Chevrolet,C-10 CD,C CD
GM - Chevrolet,C-20 Custom De Luxe,C Custom De Luxe
GM - Chevrolet,C-20 Custom De Luxe CD,C Custom De Luxe CD
GM - Chevrolet,C-20 Custom Std.,C Custom Std.
GM - Chevrolet,C-20 Custom Std. CD,C Custom Std. CD
GM - Chevrolet,C-10 De Luxe,C De Luxe
GM - Chevrolet,C-10 De Luxe CD,C De Luxe CD
GM - Chevrolet,Calibra,Calibra
GM - Chevrolet,CAMARO FIFTY,CAMARO FIFTY
GM - Chevrolet,Camaro RS,Camaro RS
GM - Chevrolet,Camaro Sport,Camaro Sport
GM - Chevrolet,Camaro SS,Camaro SS
GM - Chevrolet,Camaro SS Collection,Camaro SS Collection
GM - Chevrolet,Camaro SS Conversível,Camaro SS Conversível
GM - Chevrolet,Camaro Z-28 Targa/Conv.,Camaro Z Targa Conv.
GM - Chevrolet,Caprice,Caprice
GM - Chevrolet,Caprice SW,Caprice
GM - Chevrolet,Caprice Victoria,Caprice Victoria
GM - Chevrolet,CAPTIVA EV Premier,CAPTIVA EV Premier
GM - Chevrolet,CAPTIVA SPORT AWD,CAPTIVA SPORT
GM - Chevrolet,CAPTIVA SPORT FWD,CAPTIVA SPORT
GM - Chevrolet,Caravan Comodoro,Caravan Comodoro
GM - Chevrolet,Caravan Diplomata,Caravan Diplomata
GM - Chevrolet,Caravan L/SL/S/SS,Caravan L SL S SS
GM - Chevrolet,Cavalier,Cavalier
GM - Chevrolet,Cavalier L,Cavalier L
GM - Chevrolet,Celta,Celta
GM - Chevrolet,Celta ADVANTAGE,Celta ADVANTAGE
GM - Chevrolet,Celta Life,Celta Life
GM - Chevrolet,Celta Life/ LS,Celta Life LS
GM - Chevrolet,Celta Spirit,Celta Spirit
GM - Chevrolet,Celta Spirit/ LT,Celta Spirit LT
GM - Chevrolet,Celta Super,Celta Super
GM - Chevrolet,Chevette Junior,Chevette Junior
GM - Chevrolet,Chevette L / SL / SL/e / DL / SE,Chevette L SL SL e DL SE
GM - Chevrolet,Chevy,Chevy
GM - Chevrolet,Cheynne,Cheynne
GM - Chevrolet,Classic ADVANTAGE,Classic ADVANTAGE
GM - Chevrolet,Classic Life/LS,Classic Life LS
GM - Chevrolet,COBALT,COBALT
GM - Chevrolet,COBALT ADVANTAGE,COBALT ADVANTAGE
GM - Chevrolet,COBALT ELITE,COBALT ELITE
GM - Chevrolet,COBALT Graphite,COBALT Graphite
GM - Chevrolet,COBALT LS,COBALT LS
GM - Chevrolet,COBALT LT,COBALT LT
GM - Chevrolet,COBALT LTZ,COBALT LTZ
GM - Chevrolet,Corsa Furgão,Corsa
GM - Chevrolet,Corsa Hatchback,Corsa
GM - Chevrolet,Corsa Sedan,Corsa
GM - Chevrolet,Corsa GL,Corsa GL
GM - Chevrolet,Corsa Sedan GL,Corsa GL
GM - Chevrolet,Corsa Wagon GL,Corsa GL
GM - Chevrolet,Corsa GLS,Corsa GLS
GM - Chevrolet,Corsa Sedan GLS,Corsa GLS
GM - Chevrolet,Corsa Wagon GLS,Corsa GLS
GM - Chevrolet,Corsa GSi,Corsa GSi
GM - Chevrolet,Corsa Hat. Joy,Corsa Hat. Joy
GM - Chevrolet,Corsa Hat. Maxx,Corsa Hat. Maxx
GM - Chevrolet,Corsa Hat. Prem.,Corsa Hat. Prem.
GM - Chevrolet,Corsa Hat. Premium,Corsa Hat. Premium
GM - Chevrolet,Corsa Hat. SS,Corsa Hat. SS
GM - Chevrolet,Corsa Hat.Premium,Corsa Hat.Premium
GM - Chevrolet,Corsa Pick-Up GL/ Champ,Corsa Pick Up GL Champ
GM - Chevrolet,Corsa Pick-Up Sport,Corsa Pick Up Sport
GM - Chevrolet,Corsa Pick-Up STD/ Rodeio,Corsa Pick Up STD Rodeio
GM - Chevrolet,Corsa Sed Clas.Spirit,Corsa Sed Clas.Spirit
GM - Chevrolet,Corsa Sed Clas.Super,Corsa Sed Clas.Super
GM - Chevrolet,Corsa Sed Class.Life,Corsa Sed Class.Life
GM - Chevrolet,Corsa Sed Class.Spirit,Corsa Sed Class.Spirit
GM - Chevrolet,Corsa Sed Class.Super,Corsa Sed Class.Super
GM - Chevrolet,Corsa Sed Classic Life,Corsa Sed Classic Life
GM - Chevrolet,Corsa Sed Classic Spirit,Corsa Sed Classic Spirit
GM - Chevrolet,Corsa Sed Classic Super,Corsa Sed Classic Super
GM - Chevrolet,Corsa Sed. Joy,Corsa Sed. Joy
GM - Chevrolet,Corsa Sed. Maxx,Corsa Sed. Maxx
GM - Chevrolet,Corsa Sed. Premium,Corsa Sed. Premium
GM - Chevrolet,Corsa Sed.Prem.,Corsa Sed.Prem.
GM - Chevrolet,Corsa Sed.Wind,Corsa Sed.Wind
GM - Chevrolet,Corsa Sedan Sup./Classic,Corsa Sup. Classic
GM - Chevrolet,Corsa Sedan Super,Corsa Super
GM - Chevrolet,Corsa Super,Corsa Super
GM - Chevrolet,Corsa Wagon Super,Corsa Super
GM - Chevrolet,Corsa Sedan Super Milenium,Corsa Super Milenium
GM - Chevrolet,Corsa Wind,Corsa Wind
GM - Chevrolet,Corsa Wind Piquet/ Champ,Corsa Wind Piquet Champ
GM - Chevrolet,Corvette,Corvette
GM - Chevrolet,CRUZE Black Bow Tie,CRUZE Black Bow Tie
GM - Chevrolet,CRUZE HB Black Bow Tie,CRUZE HB Black Bow Tie
GM - Chevrolet,CRUZE HB Sport LT,CRUZE HB Sport LT
GM - Chevrolet,CRUZE HB Sport LTZ,CRUZE HB Sport LTZ
GM - Chevrolet,CRUZE LT,CRUZE LT
GM - Chevrolet,CRUZE LTZ,CRUZE LTZ
GM - Chevrolet,CRUZE Midnight,CRUZE Midnight
GM - Chevrolet,CRUZE Premier,CRUZE Premier
GM - Chevrolet,CRUZE Sport LT,CRUZE Sport LT
GM - Chevrolet,CRUZE Sport LTZ,CRUZE Sport LTZ
GM - Chevrolet,CRUZE Sport Premier,CRUZE Sport Premier
GM - Chevrolet,CRUZE Sport RS,CRUZE Sport RS
GM - Chevrolet,D-10 Diesel,D
GM - Chevrolet,D-20,D
GM - Chevrolet,D-10 CD Diesel,D CD
GM - Chevrolet,D-20 CD Lx S4T/Tro.Plus/Lx,D CD Lx S4T Tro.Plus Lx
GM - Chevrolet,D-20 S,D S
GM - Chevrolet,D-20 S / El Caminho,D S El Caminho
GM - Chevrolet,D-20 S / Luxe,D S Luxe
GM - Chevrolet,EQUINOX ACTIV,EQUINOX ACTIV
GM - Chevrolet,EQUINOX EV,EQUINOX EV
GM - Chevrolet,EQUINOX LT,EQUINOX LT
GM - Chevrolet,EQUINOX Midnight,EQUINOX Midnight
GM - Chevrolet,EQUINOX Premier,EQUINOX Premier
GM - Chevrolet,EQUINOX RS,EQUINOX RS
GM - Chevrolet,Ipanema GL,Ipanema GL
GM - Chevrolet,Ipanema GL/ Flair,Ipanema GL Flair
GM - Chevrolet,Ipanema GLS/SLE,Ipanema GLS SLE
GM - Chevrolet,JOY Hatch,JOY
GM - Chevrolet,JOY Plus,JOY Plus
GM - Chevrolet,JOY Plus Black Ed.1.0,JOY Plus Black Ed.
GM - Chevrolet,Kadett GL,Kadett GL
GM - Chevrolet,Kadett GL/SL/Lite/Turim,Kadett GL SL Lite Turim
GM - Chevrolet,Kadett GLS,Kadett GLS
GM - Chevrolet,Kadett GSi,Kadett GSi
GM - Chevrolet,Kadett GSi / GS,Kadett GSi GS
GM - Chevrolet,Kadett Sport,Kadett Sport
GM - Chevrolet,Lumina,Lumina
GM - Chevrolet,MALIBU LTZ,MALIBU LTZ
GM - Chevrolet,Marajo SL/SLe/Se,Marajo SL SLe Se
GM - Chevrolet,Meriva,Meriva
GM - Chevrolet,Meriva COLLECTION,Meriva COLLECTION
GM - Chevrolet,Meriva Expres.EASYTRONIC,Meriva Expres.EASYTRONIC
GM - Chevrolet,Meriva Joy,Meriva Joy
GM - Chevrolet,Meriva Maxx,Meriva Maxx
GM - Chevrolet,Meriva Prem.EASYTRONIC,Meriva Prem.EASYTRONIC
GM - Chevrolet,Meriva Premium,Meriva Premium
GM - Chevrolet,Meriva SS,Meriva SS
GM - Chevrolet,Meriva SS EASYTRONIC,Meriva SS EASYTRONIC
GM - Chevrolet,MONTANA,MONTANA
GM - Chevrolet,MONTANA ARENA,MONTANA ARENA
GM - Chevrolet,MONTANA COMBO,MONTANA COMBO
GM - Chevrolet,MONTANA LS,MONTANA LS
GM - Chevrolet,MONTANA LS COMBO,MONTANA LS COMBO
GM - Chevrolet,MONTANA LT,MONTANA LT
GM - Chevrolet,MONTANA LTZ,MONTANA LTZ
GM - Chevrolet,MONTANA Off Road,MONTANA Off Road
GM - Chevrolet,MONTANA PREMIER,MONTANA PREMIER
GM - Chevrolet,MONTANA RS,MONTANA RS
GM - Chevrolet,MONTANA  Sport,MONTANA Sport
GM - Chevrolet,MONTANA Sport,MONTANA Sport
GM - Chevrolet,Monza,Monza
GM - Chevrolet,Monza Class,Monza Class
GM - Chevrolet,Monza Classic SE,Monza Classic SE
GM - Chevrolet,Monza Classic/ SL/e/SR,Monza Classic SL e SR
GM - Chevrolet,Monza GL,Monza GL
GM - Chevrolet,Monza GLS/ Hi-Tech,Monza GLS Hi Tech
GM - Chevrolet,Monza SL/e SR,Monza SL e SR
GM - Chevrolet,Omega CD,Omega CD
GM - Chevrolet,Omega CD/ FITTIPALDI,Omega CD FITTIPALDI
GM - Chevrolet,Omega Diamond,Omega Diamond
GM - Chevrolet,Omega GL,Omega GL
GM - Chevrolet,Omega GLS,Omega GLS
GM - Chevrolet,ONIX HATCH,ONIX
GM - Chevrolet,ONIX HATCH ACTIV,ONIX ACTIV
GM - Chevrolet,ONIX HATCH ADVANTAGE,ONIX ADVANTAGE
GM - Chevrolet,ONIX HATCH EFFECT,ONIX EFFECT
GM - Chevrolet,ONIX HATCH Joy,ONIX Joy
GM - Chevrolet,ONIX  Lollapalooza,ONIX Lollapalooza
GM - Chevrolet,ONIX HATCH LS,ONIX LS
GM - Chevrolet,ONIX HATCH LT,ONIX LT
GM - Chevrolet,ONIX HATCH LTZ,ONIX LTZ
GM - Chevrolet,ONIX SEDAN Plus,ONIX Plus
GM - Chevrolet,ONIX SEDAN Plus LT,ONIX Plus LT
GM - Chevrolet,ONIX SEDAN Plus LTZ,ONIX Plus LTZ
GM - Chevrolet,ONIX HATCH PREM.,ONIX PREM.
GM - Chevrolet,ONIX HATCH RS,ONIX RS
GM - Chevrolet,ONIX SD. P. PR. MIDNIGHT,ONIX SD. P. PR. MIDNIGHT
GM - Chevrolet,ONIX SED. Plus PREM.,ONIX SED. Plus PREM.
GM - Chevrolet,ONIX HATCH SELEÇÃO,ONIX SELEÇÃO
GM - Chevrolet,Opala Comodoro/Comod. SLE,Opala Comodoro Comod. SLE
GM - Chevrolet,Opala Diplomata/Diplom. SLE/SE,Opala Diplomata Diplom. SLE SE
GM - Chevrolet,Opala L/SL/SS/,Opala L SL SS
GM - Chevrolet,PRISMA Sed. ADVANT.,PRISMA Sed. ADVANT.
GM - Chevrolet,PRISMA Sed. Joy,PRISMA Sed. Joy
GM - Chevrolet,PRISMA Sed. Joy/ LS,PRISMA Sed. Joy LS
GM - Chevrolet,PRISMA Sed. LT,PRISMA Sed. LT
GM - Chevrolet,PRISMA Sed. LTZ,PRISMA Sed. LTZ
GM - Chevrolet,PRISMA Sed. Maxx,PRISMA Sed. Maxx
GM - Chevrolet,PRISMA  Sed. Maxx/ LT,PRISMA Sed. Maxx LT
GM - Chevrolet,S10 Blazer,S10 Blazer
GM - Chevrolet,S10 Blazer Advant.,S10 Blazer Advant.
GM - Chevrolet,S10 Blazer Colina,S10 Blazer Colina
GM - Chevrolet,S10 Blazer DLX,S10 Blazer DLX
GM - Chevrolet,S10 Blazer  DTi,S10 Blazer DTi
GM - Chevrolet,S10 Blazer Executive,S10 Blazer Executive
GM - Chevrolet,S10 Blazer Std.,S10 Blazer Std.
GM - Chevrolet,S10 Blazer Tornado,S10 Blazer Tornado
GM - Chevrolet,S10 P-Up,S10 P Up
GM - Chevrolet,S10 P-Up Advant.,S10 P Up Advant.
GM - Chevrolet,S10 P-Up Advantage,S10 P Up Advantage
GM - Chevrolet,S10 P-Up Colina,S10 P Up Colina
GM - Chevrolet,S10 P-Up Executive,S10 P Up Executive
GM - Chevrolet,S10 P-Up Freeride,S10 P Up Freeride
GM - Chevrolet,S10 P-Up H.Country,S10 P Up H.Country
GM - Chevrolet,S10 P-Up Luxe,S10 P Up Luxe
GM - Chevrolet,S10 P-Up Lx/Sert/Rod,S10 P Up Lx Sert Rod
GM - Chevrolet,S10 P-Up Tornado,S10 P Up Tornado
GM - Chevrolet,S10 P.Up,S10 P.Up
GM - Chevrolet,S10 Pick-Up,S10 Pick Up
GM - Chevrolet,S10 Pick-Up Advantage,S10 Pick Up Advantage
GM - Chevrolet,S10 Pick-Up Barretos,S10 Pick Up Barretos
GM - Chevrolet,S10 Pick-Up Champ,S10 Pick Up Champ
GM - Chevrolet,S10 Pick-Up DLX,S10 Pick Up DLX
GM - Chevrolet,S10 Pick-Up Exec.,S10 Pick Up Exec.
GM - Chevrolet,S10 Pick-Up Executive CD,S10 Pick Up Executive CD
GM - Chevrolet,S10 Pick-Up LS,S10 Pick Up LS
GM - Chevrolet,S10 Pick-Up LT,S10 Pick Up LT
GM - Chevrolet,S10 Pick-Up LTZ,S10 Pick Up LTZ
GM - Chevrolet,S10 Pick-Up Luxe,S10 Pick Up Luxe
GM - Chevrolet,S10 Pick-Up Midnight,S10 Pick Up Midnight
GM - Chevrolet,S10 Pick-Up RODEIO,S10 Pick Up RODEIO
GM - Chevrolet,S10 Pick-Up Std,S10 Pick Up Std
GM - Chevrolet,S10 Pick-Up Std.,S10 Pick Up Std.
GM - Chevrolet,S10 Pick-Up Tornado,S10 Pick Up Tornado
GM - Chevrolet,S10 Pick-Up WT,S10 Pick Up WT
GM - Chevrolet,S10 Pick-Up Z71,S10 Pick Up Z71
GM - Chevrolet,Saturn SL,Saturn SL
GM - Chevrolet,Sierra CE,Sierra CE
GM - Chevrolet,Sierra Sport,Sierra Sport
GM - Chevrolet,Silverado,Silverado
GM - Chevrolet,Silverado Conquest,Silverado Conquest
GM - Chevrolet,Silverado D20/ Rodeio,Silverado D20 Rodeio
GM - Chevrolet,Silverado DLX,Silverado DLX
GM - Chevrolet,Silverado G. Blazer DLX/ Std,Silverado G. Blazer DLX Std
GM - Chevrolet,Silverado Grand Blazer DLX,Silverado Grand Blazer DLX
GM - Chevrolet,Silverado High Country,Silverado High Country
GM - Chevrolet,Silverado Sport/ Fleet Side,Silverado Sport Fleet Side
GM - Chevrolet,Silverado Sport/Fleet Side,Silverado Sport Fleet Side
GM - Chevrolet,Silverado Trop. SL/ Van T.Diesel (todas),Silverado Trop. SL T.Diesel
GM - Chevrolet,Silverado Tropical CD,Silverado Tropical CD
GM - Chevrolet,SONIC HB LT,SONIC HB LT
GM - Chevrolet,SONIC HB LTZ,SONIC HB LTZ
GM - Chevrolet,SONIC HB LTZ EFFECT,SONIC HB LTZ EFFECT
GM - Chevrolet,SONIC Sed. LT,SONIC Sed. LT
GM - Chevrolet,SONIC Sed. LTZ,SONIC Sed. LTZ
GM - Chevrolet,Sonoma CE,Sonoma CE
GM - Chevrolet,SpaceVan Furgão,SpaceVan
GM - Chevrolet,SpaceVan Passageiro,SpaceVan Passageiro
GM - Chevrolet,SPARK EUV ACTIV,SPARK EUV ACTIV
GM - Chevrolet,SPIN,SPIN
GM - Chevrolet,SPIN ACTIV,SPIN ACTIV
GM - Chevrolet,SPIN ACTIV7,SPIN ACTIV7
GM - Chevrolet,SPIN ADVANTAGE,SPIN ADVANTAGE
GM - Chevrolet,SPIN LS,SPIN LS
GM - Chevrolet,SPIN LT,SPIN LT
GM - Chevrolet,SPIN LTZ,SPIN LTZ
GM - Chevrolet,SPIN PREMIER,SPIN PREMIER
GM - Chevrolet,SS10 Pick-Up,SS10 Pick Up
GM - Chevrolet,Suburban,Suburban
GM - Chevrolet,Suprema CD,Suprema CD
GM - Chevrolet,Suprema Diamond,Suprema Diamond
GM - Chevrolet,Suprema GL,Suprema GL
GM - Chevrolet,Suprema GLS,Suprema GLS
GM - Chevrolet,Syclone,Syclone
GM - Chevrolet,Tigra,Tigra
GM - Chevrolet,Tigra Power Tech Coupe,Tigra Power Tech
GM - Chevrolet,TRACKER,TRACKER
GM - Chevrolet,TRACKER Freeride,TRACKER Freeride
GM - Chevrolet,TRACKER LT,TRACKER LT
GM - Chevrolet,TRACKER LTZ,TRACKER LTZ
GM - Chevrolet,TRACKER Midnight,TRACKER Midnight
GM - Chevrolet,TRACKER Premier,TRACKER Premier
GM - Chevrolet,TRACKER RS,TRACKER RS
GM - Chevrolet,Trafic Furgao Carga,Trafic Carga
GM - Chevrolet,Trafic Furgão Carga,Trafic Carga
GM - Chevrolet,Trafic Chassi Longo Diesel,Trafic Chassi Longo
GM - Chevrolet,Trafic Passageiros,Trafic Passageiros
GM - Chevrolet,TRAILBLAZER High Country,TRAILBLAZER High Country
GM - Chevrolet,TRAILBLAZER LTZ,TRAILBLAZER LTZ
GM - Chevrolet,TRAILBLAZER PREMIER,TRAILBLAZER PREMIER
GM - Chevrolet,Vectra CD,Vectra CD
GM - Chevrolet,Vectra COLLECTION,Vectra COLLECTION
GM - Chevrolet,Vectra Comfort,Vectra Comfort
GM - Chevrolet,Vectra Elegan.,Vectra Elegan.
GM - Chevrolet,Vectra Elegance,Vectra Elegance
GM - Chevrolet,Vectra Elite,Vectra Elite
GM - Chevrolet,Vectra Expres./ Collection,Vectra Expres. Collection
GM - Chevrolet,Vectra EXPRESSION,Vectra EXPRESSION
GM - Chevrolet,Vectra GL,Vectra GL
GM - Chevrolet,Vectra GLS/ Challenge,Vectra GLS Challenge
GM - Chevrolet,Vectra GLS/Expres.2.2/,Vectra GLS Expres.
GM - Chevrolet,Vectra GSi,Vectra GSi
GM - Chevrolet,Vectra GT,Vectra GT
GM - Chevrolet,Vectra GT-X,Vectra GT X
GM - Chevrolet,Veraneio S / Luxe,Veraneio S Luxe
GM - Chevrolet,Veraneio S/ Luxe,Veraneio S Luxe
GM - Chevrolet,Zafira,Zafira
GM - Chevrolet,Zafira COLLECTION,Zafira COLLECTION
GM - Chevrolet,Zafira Comfort,Zafira Comfort
GM - Chevrolet,Zafira Eleg.2.0 MPFI FlexPower,Zafira Eleg. MPFI FlexPower
GM - Chevrolet,Zafira Elegance,Zafira Elegance
GM - Chevrolet,Zafira Elite,Zafira Elite
